,top50_scores,top25_scores,top10_scores
rh_frontalpole_thicknessstd,0.0,0.0,0.0
rh_temporalpole_thicknessstd,0.0,0.0,0.0
rh_transversetemporal_thicknessstd,0.0,0.0,0.0
rh_insula_thicknessstd,0.0,0.0,0.0
rh_G.S_frontomargin_thicknessstd,0.0,0.0,0.0
rh_G.S_occipital_inf_thicknessstd,0.0,0.0,0.0
lh_G_front_inf.Orbital_thickness,0.0,0.0,0.0
lh_G_cingul.Post.dorsal_thickness,0.0,0.0,0.0
lh_G_cuneus_thickness,0.0,0.0,0.0
rh_G_oc.temp_med.Lingual_area,0.0,0.0,0.0
rh_G_cingul.Post.ventral_area,0.0,0.0,0.0
rh_G_cuneus_area,0.0,0.0,0.0
rh_G_front_inf.Opercular_area,0.0,0.0,0.0
rh_G_front_inf.Orbital_area,0.0,0.0,0.0
rh_G_front_inf.Triangul_area,0.0,0.0,0.0
rh_G_front_middle_area,0.0,0.0,0.0
rh_G_front_sup_area,0.0,0.0,0.0
rh_G_Ins_lg.S_cent_ins_area,0.0,0.0,0.0
rh_G_insular_short_area,0.0,0.0,0.0
rh_G_occipital_middle_area,0.0,0.0,0.0
rh_G_occipital_sup_area,0.0,0.0,0.0
rh_G_oc.temp_lat.fusifor_area,0.0,0.0,0.0
rh_G_oc.temp_med.Parahip_area,0.0,0.0,0.0
rh_G.S_cingul.Mid.Post_area,0.0,0.0,0.0
rh_G_orbital_area,0.0,0.0,0.0
rh_G_pariet_inf.Angular_area,0.0,0.0,0.0
rh_G_pariet_inf.Supramar_area,0.0,0.0,0.0
rh_G_parietal_sup_area,0.0,0.0,0.0
rh_G_postcentral_area,0.0,0.0,0.0
rh_G_precentral_area,0.0,0.0,0.0
rh_G_precuneus_area,0.0,0.0,0.0
rh_G_rectus_area,0.0,0.0,0.0
rh_G_subcallosal_area,0.0,0.0,0.0
rh_G_temp_sup.G_T_transv_area,0.0,0.0,0.0
rh_G_temp_sup.Lateral_area,0.0,0.0,0.0
rh_G_temp_sup.Plan_polar_area,0.0,0.0,0.0
rh_G_cingul.Post.dorsal_area,0.0,0.0,0.0
rh_G.S_cingul.Mid.Ant_area,0.0,0.0,0.0
rh_medialorbitofrontal_area,0.0,0.0,0.0
rh_superiorfrontal_area,3.0,3.0,0.0
rh_parahippocampal_area,0.0,0.0,0.0
rh_paracentral_area,0.0,0.0,0.0
rh_parsopercularis_area,0.0,0.0,0.0
rh_parsorbitalis_area,0.0,0.0,0.0
rh_parstriangularis_area,0.0,0.0,0.0
rh_pericalcarine_area,0.0,0.0,0.0
rh_postcentral_area,0.0,0.0,0.0
rh_posteriorcingulate_area,0.0,0.0,0.0
rh_precentral_area,3.0,3.0,0.0
rh_precuneus_area,3.0,0.0,0.0
rh_rostralanteriorcingulate_area,0.0,0.0,0.0
rh_rostralmiddlefrontal_area,0.0,0.0,0.0
rh_superiorparietal_area,0.0,0.0,0.0
rh_G.S_cingul.Ant_area,0.0,0.0,0.0
rh_superiortemporal_area,0.0,0.0,0.0
rh_supramarginal_area,3.0,0.0,0.0
rh_frontalpole_area,0.0,0.0,0.0
rh_temporalpole_area,0.0,0.0,0.0
rh_transversetemporal_area,0.0,0.0,0.0
rh_insula_area,0.0,0.0,0.0
rh_WhiteSurfArea_area,0.0,0.0,0.0
rh_G.S_frontomargin_area,3.0,0.0,0.0
rh_G.S_occipital_inf_area,0.0,0.0,0.0
rh_G.S_paracentral_area,0.0,0.0,0.0
rh_G.S_subcentral_area,0.0,0.0,0.0
rh_G.S_transv_frontopol_area,0.0,0.0,0.0
rh_G_temp_sup.Plan_tempo_area,0.0,0.0,0.0
rh_G_temporal_inf_area,0.0,0.0,0.0
rh_G_temporal_middle_area,0.0,0.0,0.0
lh_inferiorparietal_volume,0.0,0.0,0.0
rh_S_precentral.sup.part_area,0.0,0.0,0.0
rh_S_suborbital_area,0.0,0.0,0.0
rh_S_subparietal_area,6.0,6.0,0.0
rh_S_temporal_inf_area,0.0,0.0,0.0
rh_S_temporal_sup_area,0.0,0.0,0.0
rh_S_temporal_transverse_area,0.0,0.0,0.0
lh_bankssts_volume,0.0,0.0,0.0
lh_caudalanteriorcingulate_volume,0.0,0.0,0.0
lh_caudalmiddlefrontal_volume,0.0,0.0,0.0
lh_cuneus_volume,0.0,0.0,0.0
lh_entorhinal_volume,0.0,0.0,0.0
lh_fusiform_volume,0.0,0.0,0.0
lh_inferiortemporal_volume,0.0,0.0,0.0
rh_Lat_Fis.ant.Horizont_area,0.0,0.0,0.0
lh_isthmuscingulate_volume,0.0,0.0,0.0
lh_lateraloccipital_volume,3.0,3.0,0.0
lh_lateralorbitofrontal_volume,0.0,0.0,0.0
lh_lingual_volume,0.0,0.0,0.0
lh_medialorbitofrontal_volume,0.0,0.0,0.0
lh_middletemporal_volume,0.0,0.0,0.0
lh_parahippocampal_volume,0.0,0.0,0.0
lh_paracentral_volume,0.0,0.0,0.0
lh_parsopercularis_volume,0.0,0.0,0.0
lh_parsorbitalis_volume,0.0,0.0,0.0
lh_parstriangularis_volume,0.0,0.0,0.0
lh_pericalcarine_volume,0.0,0.0,0.0
rh_S_precentral.inf.part_area,0.0,0.0,0.0
rh_S_postcentral_area,0.0,0.0,0.0
rh_S_pericallosal_area,3.0,0.0,0.0
rh_S_parieto_occipital_area,0.0,0.0,0.0
rh_Lat_Fis.ant.Vertical_area,0.0,0.0,0.0
rh_Lat_Fis.post_area,0.0,0.0,0.0
rh_Pole_occipital_area,3.0,0.0,0.0
rh_Pole_temporal_area,0.0,0.0,0.0
rh_S_calcarine_area,0.0,0.0,0.0
rh_S_central_area,0.0,0.0,0.0
rh_S_cingul.Marginalis_area,0.0,0.0,0.0
rh_S_circular_insula_ant_area,0.0,0.0,0.0
rh_S_circular_insula_inf_area,0.0,0.0,0.0
rh_S_circular_insula_sup_area,0.0,0.0,0.0
rh_S_collat_transv_ant_area,0.0,0.0,0.0
rh_S_collat_transv_post_area,0.0,0.0,0.0
rh_S_front_inf_area,0.0,0.0,0.0
rh_S_front_middle_area,0.0,0.0,0.0
rh_S_front_sup_area,0.0,0.0,0.0
rh_S_interm_prim.Jensen_area,0.0,0.0,0.0
rh_S_intrapariet.P_trans_area,0.0,0.0,0.0
rh_S_oc_middle.Lunatus_area,0.0,0.0,0.0
rh_S_oc_sup.transversal_area,0.0,0.0,0.0
rh_S_occipital_ant_area,0.0,0.0,0.0
rh_S_oc.temp_lat_area,0.0,0.0,0.0
rh_S_oc.temp_med.Lingual_area,0.0,0.0,0.0
rh_S_orbital_lateral_area,0.0,0.0,0.0
rh_S_orbital_med.olfact_area,0.0,0.0,0.0
rh_S_orbital.H_Shaped_area,0.0,0.0,0.0
rh_middletemporal_area,0.0,0.0,0.0
rh_lingual_area,0.0,0.0,0.0
lh_G_cingul.Post.ventral_thickness,0.0,0.0,0.0
lh_G_front_inf.Opercular_area,0.0,0.0,0.0
lh_transversetemporal_area,0.0,0.0,0.0
lh_insula_area,0.0,0.0,0.0
lh_G.S_occipital_inf_area,0.0,0.0,0.0
lh_G.S_paracentral_area,0.0,0.0,0.0
lh_G.S_subcentral_area,0.0,0.0,0.0
lh_G.S_transv_frontopol_area,0.0,0.0,0.0
lh_G.S_cingul.Ant_area,0.0,0.0,0.0
lh_G.S_cingul.Mid.Ant_area,0.0,0.0,0.0
lh_G.S_cingul.Mid.Post_area,0.0,0.0,0.0
lh_G_cingul.Post.dorsal_area,0.0,0.0,0.0
lh_G_cingul.Post.ventral_area,0.0,0.0,0.0
lh_G_cuneus_area,0.0,0.0,0.0
lh_G_front_inf.Orbital_area,0.0,0.0,0.0
lh_frontalpole_area,0.0,0.0,0.0
lh_G_front_inf.Triangul_area,0.0,0.0,0.0
lh_G_front_middle_area,0.0,0.0,0.0
lh_G_front_sup_area,0.0,0.0,0.0
lh_G_Ins_lg.S_cent_ins_area,0.0,0.0,0.0
lh_G_insular_short_area,0.0,0.0,0.0
lh_G_occipital_middle_area,0.0,0.0,0.0
lh_G_occipital_sup_area,0.0,0.0,0.0
lh_G_oc.temp_lat.fusifor_area,0.0,0.0,0.0
lh_G_oc.temp_med.Lingual_area,0.0,0.0,0.0
lh_G_oc.temp_med.Parahip_area,0.0,0.0,0.0
lh_G_orbital_area,0.0,0.0,0.0
lh_G_pariet_inf.Angular_area,0.0,0.0,0.0
lh_temporalpole_area,0.0,0.0,0.0
lh_supramarginal_area,0.0,0.0,0.0
rh_lateralorbitofrontal_area,0.0,0.0,0.0
lh_parahippocampal_area,0.0,0.0,0.0
lh_caudalmiddlefrontal_area,0.0,0.0,0.0
lh_cuneus_area,0.0,0.0,0.0
lh_entorhinal_area,0.0,0.0,0.0
lh_fusiform_area,0.0,0.0,0.0
lh_inferiorparietal_area,0.0,0.0,0.0
lh_inferiortemporal_area,0.0,0.0,0.0
lh_isthmuscingulate_area,3.0,0.0,0.0
lh_lateraloccipital_area,0.0,0.0,0.0
lh_lateralorbitofrontal_area,0.0,0.0,0.0
lh_lingual_area,3.0,0.0,0.0
lh_medialorbitofrontal_area,3.0,0.0,0.0
lh_middletemporal_area,0.0,0.0,0.0
lh_paracentral_area,0.0,0.0,0.0
lh_superiortemporal_area,0.0,0.0,0.0
lh_parsopercularis_area,0.0,0.0,0.0
lh_parsorbitalis_area,0.0,0.0,0.0
lh_parstriangularis_area,0.0,0.0,0.0
lh_pericalcarine_area,0.0,0.0,0.0
lh_postcentral_area,0.0,0.0,0.0
lh_posteriorcingulate_area,6.0,6.0,0.0
lh_precentral_area,0.0,0.0,0.0
lh_precuneus_area,0.0,0.0,0.0
lh_rostralanteriorcingulate_area,0.0,0.0,0.0
lh_rostralmiddlefrontal_area,0.0,0.0,0.0
lh_superiorfrontal_area,3.0,0.0,0.0
lh_superiorparietal_area,0.0,0.0,0.0
lh_G_pariet_inf.Supramar_area,0.0,0.0,0.0
lh_G_parietal_sup_area,0.0,0.0,0.0
lh_G_postcentral_area,6.0,0.0,0.0
lh_S_subparietal_area,0.0,0.0,0.0
lh_S_occipital_ant_area,0.0,0.0,0.0
lh_S_oc.temp_lat_area,0.0,0.0,0.0
lh_S_oc.temp_med.Lingual_area,0.0,0.0,0.0
lh_S_orbital_lateral_area,0.0,0.0,0.0
lh_S_orbital_med.olfact_area,0.0,0.0,0.0
lh_S_orbital.H_Shaped_area,0.0,0.0,0.0
lh_S_parieto_occipital_area,3.0,0.0,0.0
lh_S_pericallosal_area,0.0,0.0,0.0
lh_S_postcentral_area,3.0,0.0,0.0
lh_S_precentral.inf.part_area,0.0,0.0,0.0
lh_S_precentral.sup.part_area,0.0,0.0,0.0
lh_S_suborbital_area,0.0,0.0,0.0
lh_S_temporal_inf_area,0.0,0.0,0.0
lh_G_precentral_area,0.0,0.0,0.0
lh_S_temporal_sup_area,0.0,0.0,0.0
lh_S_temporal_transverse_area,0.0,0.0,0.0
rh_bankssts_area,0.0,0.0,0.0
rh_caudalanteriorcingulate_area,0.0,0.0,0.0
rh_caudalmiddlefrontal_area,0.0,0.0,0.0
rh_cuneus_area,0.0,0.0,0.0
rh_entorhinal_area,0.0,0.0,0.0
rh_fusiform_area,0.0,0.0,0.0
rh_inferiorparietal_area,0.0,0.0,0.0
rh_inferiortemporal_area,3.0,3.0,0.0
rh_isthmuscingulate_area,0.0,0.0,0.0
rh_lateraloccipital_area,0.0,0.0,0.0
lh_S_oc_sup.transversal_area,0.0,0.0,0.0
lh_S_oc_middle.Lunatus_area,0.0,0.0,0.0
lh_S_intrapariet.P_trans_area,0.0,0.0,0.0
lh_S_interm_prim.Jensen_area,3.0,3.0,0.0
lh_G_precuneus_area,0.0,0.0,0.0
lh_G_rectus_area,0.0,0.0,0.0
lh_G_subcallosal_area,0.0,0.0,0.0
lh_G_temp_sup.G_T_transv_area,0.0,0.0,0.0
lh_G_temp_sup.Lateral_area,0.0,0.0,0.0
lh_G_temp_sup.Plan_polar_area,0.0,0.0,0.0
lh_G_temp_sup.Plan_tempo_area,0.0,0.0,0.0
lh_G_temporal_inf_area,0.0,0.0,0.0
lh_G_temporal_middle_area,0.0,0.0,0.0
lh_Lat_Fis.ant.Horizont_area,3.0,0.0,0.0
lh_Lat_Fis.ant.Vertical_area,0.0,0.0,0.0
lh_Lat_Fis.post_area,0.0,0.0,0.0
lh_Pole_occipital_area,0.0,0.0,0.0
lh_Pole_temporal_area,0.0,0.0,0.0
lh_S_calcarine_area,0.0,0.0,0.0
lh_S_central_area,6.0,0.0,0.0
lh_S_cingul.Marginalis_area,0.0,0.0,0.0
lh_S_circular_insula_ant_area,0.0,0.0,0.0
lh_S_circular_insula_inf_area,6.0,0.0,0.0
lh_S_circular_insula_sup_area,3.0,3.0,0.0
lh_S_collat_transv_ant_area,0.0,0.0,0.0
lh_S_collat_transv_post_area,0.0,0.0,0.0
lh_S_front_inf_area,0.0,0.0,0.0
lh_S_front_middle_area,0.0,0.0,0.0
lh_S_front_sup_area,0.0,0.0,0.0
lh_postcentral_volume,0.0,0.0,0.0
lh_posteriorcingulate_volume,0.0,0.0,0.0
lh_precentral_volume,0.0,0.0,0.0
rh_S_calcarine_volume,0.0,0.0,0.0
rh_G_subcallosal_volume,0.0,0.0,0.0
rh_G_temp_sup.G_T_transv_volume,0.0,0.0,0.0
rh_G_temp_sup.Lateral_volume,0.0,0.0,0.0
rh_G_temp_sup.Plan_polar_volume,0.0,0.0,0.0
rh_G_temp_sup.Plan_tempo_volume,0.0,0.0,0.0
rh_G_temporal_inf_volume,0.0,0.0,0.0
rh_G_temporal_middle_volume,0.0,0.0,0.0
rh_Lat_Fis.ant.Horizont_volume,0.0,0.0,0.0
rh_Lat_Fis.ant.Vertical_volume,0.0,0.0,0.0
rh_Lat_Fis.post_volume,0.0,0.0,0.0
rh_Pole_occipital_volume,0.0,0.0,0.0
rh_Pole_temporal_volume,0.0,0.0,0.0
rh_S_central_volume,0.0,0.0,0.0
rh_G_precuneus_volume,0.0,0.0,0.0
rh_S_cingul.Marginalis_volume,0.0,0.0,0.0
rh_S_circular_insula_ant_volume,0.0,0.0,0.0
rh_S_circular_insula_inf_volume,6.0,0.0,0.0
rh_S_circular_insula_sup_volume,0.0,0.0,0.0
rh_S_collat_transv_ant_volume,0.0,0.0,0.0
rh_S_collat_transv_post_volume,0.0,0.0,0.0
rh_S_front_inf_volume,0.0,0.0,0.0
rh_S_front_middle_volume,0.0,0.0,0.0
rh_S_front_sup_volume,0.0,0.0,0.0
rh_S_interm_prim.Jensen_volume,0.0,0.0,0.0
rh_S_intrapariet.P_trans_volume,0.0,0.0,0.0
rh_S_oc_middle.Lunatus_volume,0.0,0.0,0.0
rh_G_rectus_volume,0.0,0.0,0.0
rh_G_precentral_volume,0.0,0.0,0.0
lh_precuneus_volume,0.0,0.0,0.0
rh_G_front_inf.Triangul_volume,0.0,0.0,0.0
rh_G.S_occipital_inf_volume,0.0,0.0,0.0
rh_G.S_paracentral_volume,0.0,0.0,0.0
rh_G.S_subcentral_volume,3.0,3.0,0.0
rh_G.S_transv_frontopol_volume,0.0,0.0,0.0
rh_G.S_cingul.Ant_volume,0.0,0.0,0.0
rh_G.S_cingul.Mid.Ant_volume,0.0,0.0,0.0
rh_G.S_cingul.Mid.Post_volume,0.0,0.0,0.0
rh_G_cingul.Post.dorsal_volume,0.0,0.0,0.0
rh_G_cingul.Post.ventral_volume,0.0,0.0,0.0
rh_G_cuneus_volume,0.0,0.0,0.0
rh_G_front_inf.Opercular_volume,0.0,0.0,0.0
rh_G_front_inf.Orbital_volume,0.0,0.0,0.0
rh_G_front_middle_volume,0.0,0.0,0.0
rh_G_postcentral_volume,0.0,0.0,0.0
rh_G_front_sup_volume,0.0,0.0,0.0
rh_G_Ins_lg.S_cent_ins_volume,0.0,0.0,0.0
rh_G_insular_short_volume,0.0,0.0,0.0
rh_G_occipital_middle_volume,0.0,0.0,0.0
rh_G_occipital_sup_volume,0.0,0.0,0.0
rh_G_oc.temp_lat.fusifor_volume,0.0,0.0,0.0
rh_G_oc.temp_med.Lingual_volume,0.0,0.0,0.0
rh_G_oc.temp_med.Parahip_volume,0.0,0.0,0.0
rh_G_orbital_volume,0.0,0.0,0.0
rh_G_pariet_inf.Angular_volume,0.0,0.0,0.0
rh_G_pariet_inf.Supramar_volume,0.0,0.0,0.0
rh_G_parietal_sup_volume,3.0,0.0,0.0
rh_S_oc_sup.transversal_volume,0.0,0.0,0.0
rh_S_occipital_ant_volume,0.0,0.0,0.0
rh_S_oc.temp_lat_volume,0.0,0.0,0.0
lh_supramarginal_thickness,0.0,0.0,0.0
lh_parsopercularis_thickness,0.0,0.0,0.0
lh_parsorbitalis_thickness,0.0,0.0,0.0
lh_parstriangularis_thickness,6.0,0.0,0.0
lh_pericalcarine_thickness,0.0,0.0,0.0
lh_postcentral_thickness,0.0,0.0,0.0
lh_posteriorcingulate_thickness,0.0,0.0,0.0
lh_precentral_thickness,0.0,0.0,0.0
lh_precuneus_thickness,0.0,0.0,0.0
lh_rostralanteriorcingulate_thickness,0.0,0.0,0.0
lh_rostralmiddlefrontal_thickness,0.0,0.0,0.0
lh_superiorparietal_thickness,0.0,0.0,0.0
lh_superiortemporal_thickness,0.0,0.0,0.0
lh_frontalpole_thickness,0.0,0.0,0.0
rh_S_oc.temp_med.Lingual_volume,0.0,0.0,0.0
lh_temporalpole_thickness,0.0,0.0,0.0
lh_transversetemporal_thickness,0.0,0.0,0.0
lh_MeanThickness_thickness,0.0,0.0,0.0
lh_G.S_frontomargin_thickness,0.0,0.0,0.0
lh_G.S_occipital_inf_thickness,0.0,0.0,0.0
lh_G.S_paracentral_thickness,0.0,0.0,0.0
lh_G.S_subcentral_thickness,0.0,0.0,0.0
lh_G.S_transv_frontopol_thickness,0.0,0.0,0.0
lh_G.S_cingul.Ant_thickness,0.0,0.0,0.0
lh_G.S_cingul.Mid.Ant_thickness,0.0,0.0,0.0
lh_G.S_cingul.Mid.Post_thickness,0.0,0.0,0.0
lh_caudalanteriorcingulate_area,0.0,0.0,0.0
lh_paracentral_thickness,0.0,0.0,0.0
lh_parahippocampal_thickness,0.0,0.0,0.0
lh_middletemporal_thickness,0.0,0.0,0.0
lh_medialorbitofrontal_thickness,0.0,0.0,0.0
rh_S_orbital_lateral_volume,0.0,0.0,0.0
rh_S_orbital_med.olfact_volume,0.0,0.0,0.0
rh_S_orbital.H_Shaped_volume,0.0,0.0,0.0
rh_S_parieto_occipital_volume,0.0,0.0,0.0
rh_S_pericallosal_volume,0.0,0.0,0.0
rh_S_postcentral_volume,0.0,0.0,0.0
rh_S_precentral.inf.part_volume,0.0,0.0,0.0
rh_S_precentral.sup.part_volume,0.0,0.0,0.0
rh_S_suborbital_volume,0.0,0.0,0.0
rh_S_subparietal_volume,0.0,0.0,0.0
rh_S_temporal_inf_volume,0.0,0.0,0.0
rh_S_temporal_sup_volume,0.0,0.0,0.0
rh_S_temporal_transverse_volume,0.0,0.0,0.0
lh_bankssts_thickness,0.0,0.0,0.0
lh_caudalanteriorcingulate_thickness,0.0,0.0,0.0
lh_caudalmiddlefrontal_thickness,0.0,0.0,0.0
lh_cuneus_thickness,0.0,0.0,0.0
lh_entorhinal_thickness,0.0,0.0,0.0
lh_fusiform_thickness,0.0,0.0,0.0
lh_inferiorparietal_thickness,3.0,3.0,0.0
lh_inferiortemporal_thickness,0.0,0.0,0.0
lh_isthmuscingulate_thickness,0.0,0.0,0.0
lh_lateraloccipital_thickness,0.0,0.0,0.0
lh_lateralorbitofrontal_thickness,0.0,0.0,0.0
lh_lingual_thickness,0.0,0.0,0.0
rh_G.S_frontomargin_volume,0.0,0.0,0.0
rh_insula_volume,0.0,0.0,0.0
rh_transversetemporal_volume,0.0,0.0,0.0
lh_G_temp_sup.G_T_transv_volume,0.0,0.0,0.0
lh_G_occipital_sup_volume,0.0,0.0,0.0
lh_G_oc.temp_lat.fusifor_volume,0.0,0.0,0.0
lh_G_oc.temp_med.Lingual_volume,0.0,0.0,0.0
lh_G_oc.temp_med.Parahip_volume,0.0,0.0,0.0
lh_G_orbital_volume,0.0,0.0,0.0
lh_G_pariet_inf.Supramar_volume,0.0,0.0,0.0
lh_G_parietal_sup_volume,0.0,0.0,0.0
lh_G_postcentral_volume,0.0,0.0,0.0
lh_G_precentral_volume,0.0,0.0,0.0
lh_G_precuneus_volume,0.0,0.0,0.0
lh_G_rectus_volume,0.0,0.0,0.0
lh_G_subcallosal_volume,0.0,0.0,0.0
lh_G_temp_sup.Lateral_volume,0.0,0.0,0.0
lh_S_circular_insula_inf_volume,0.0,0.0,0.0
lh_G_temp_sup.Plan_polar_volume,0.0,0.0,0.0
lh_G_temp_sup.Plan_tempo_volume,0.0,0.0,0.0
lh_G_temporal_inf_volume,0.0,0.0,0.0
lh_G_temporal_middle_volume,0.0,0.0,0.0
lh_Lat_Fis.ant.Horizont_volume,0.0,0.0,0.0
lh_Lat_Fis.ant.Vertical_volume,0.0,0.0,0.0
lh_Lat_Fis.post_volume,0.0,0.0,0.0
lh_Pole_occipital_volume,0.0,0.0,0.0
lh_Pole_temporal_volume,0.0,0.0,0.0
lh_S_calcarine_volume,0.0,0.0,0.0
lh_S_central_volume,0.0,0.0,0.0
lh_S_cingul.Marginalis_volume,0.0,0.0,0.0
lh_G_occipital_middle_volume,0.0,0.0,0.0
lh_G_insular_short_volume,0.0,0.0,0.0
lh_G_Ins_lg.S_cent_ins_volume,0.0,0.0,0.0
lh_G_front_sup_volume,0.0,0.0,0.0
lh_rostralanteriorcingulate_volume,0.0,0.0,0.0
lh_rostralmiddlefrontal_volume,0.0,0.0,0.0
lh_superiorfrontal_volume,3.0,0.0,0.0
lh_superiorparietal_volume,0.0,0.0,0.0
lh_superiortemporal_volume,0.0,0.0,0.0
lh_supramarginal_volume,3.0,0.0,0.0
lh_frontalpole_volume,0.0,0.0,0.0
lh_temporalpole_volume,0.0,0.0,0.0
lh_transversetemporal_volume,0.0,0.0,0.0
lh_insula_volume,3.0,0.0,0.0
lh_G.S_frontomargin_volume,3.0,0.0,0.0
lh_G.S_occipital_inf_volume,0.0,0.0,0.0
lh_G.S_paracentral_volume,0.0,0.0,0.0
lh_G.S_subcentral_volume,0.0,0.0,0.0
lh_G.S_transv_frontopol_volume,0.0,0.0,0.0
lh_G.S_cingul.Ant_volume,0.0,0.0,0.0
lh_G.S_cingul.Mid.Ant_volume,0.0,0.0,0.0
lh_G.S_cingul.Mid.Post_volume,0.0,0.0,0.0
lh_G_cingul.Post.dorsal_volume,0.0,0.0,0.0
lh_G_cingul.Post.ventral_volume,0.0,0.0,0.0
lh_G_cuneus_volume,3.0,0.0,0.0
lh_G_front_inf.Opercular_volume,0.0,0.0,0.0
lh_G_front_inf.Orbital_volume,0.0,0.0,0.0
lh_G_front_inf.Triangul_volume,0.0,0.0,0.0
lh_G_front_middle_volume,0.0,0.0,0.0
lh_S_circular_insula_ant_volume,0.0,0.0,0.0
lh_S_circular_insula_sup_volume,3.0,3.0,0.0
rh_temporalpole_volume,0.0,0.0,0.0
rh_parsorbitalis_volume,0.0,0.0,0.0
rh_fusiform_volume,0.0,0.0,0.0
rh_inferiorparietal_volume,0.0,0.0,0.0
rh_inferiortemporal_volume,3.0,0.0,0.0
rh_isthmuscingulate_volume,0.0,0.0,0.0
rh_lateraloccipital_volume,0.0,0.0,0.0
rh_lateralorbitofrontal_volume,0.0,0.0,0.0
rh_lingual_volume,0.0,0.0,0.0
rh_medialorbitofrontal_volume,0.0,0.0,0.0
rh_middletemporal_volume,0.0,0.0,0.0
rh_parahippocampal_volume,0.0,0.0,0.0
rh_paracentral_volume,0.0,0.0,0.0
rh_parsopercularis_volume,0.0,0.0,0.0
rh_parstriangularis_volume,0.0,0.0,0.0
lh_S_collat_transv_ant_volume,0.0,0.0,0.0
rh_pericalcarine_volume,0.0,0.0,0.0
rh_postcentral_volume,0.0,0.0,0.0
rh_posteriorcingulate_volume,0.0,0.0,0.0
rh_precentral_volume,0.0,0.0,0.0
rh_precuneus_volume,0.0,0.0,0.0
rh_rostralanteriorcingulate_volume,0.0,0.0,0.0
rh_rostralmiddlefrontal_volume,0.0,0.0,0.0
rh_superiorfrontal_volume,0.0,0.0,0.0
rh_superiorparietal_volume,0.0,0.0,0.0
rh_superiortemporal_volume,3.0,0.0,0.0
rh_supramarginal_volume,0.0,0.0,0.0
rh_frontalpole_volume,0.0,0.0,0.0
rh_entorhinal_volume,0.0,0.0,0.0
rh_cuneus_volume,0.0,0.0,0.0
rh_caudalmiddlefrontal_volume,0.0,0.0,0.0
rh_caudalanteriorcingulate_volume,0.0,0.0,0.0
lh_S_collat_transv_post_volume,0.0,0.0,0.0
lh_S_front_inf_volume,0.0,0.0,0.0
lh_S_front_middle_volume,0.0,0.0,0.0
lh_S_front_sup_volume,0.0,0.0,0.0
lh_S_interm_prim.Jensen_volume,3.0,3.0,0.0
lh_S_intrapariet.P_trans_volume,0.0,0.0,0.0
lh_S_oc_middle.Lunatus_volume,0.0,0.0,0.0
lh_S_oc_sup.transversal_volume,0.0,0.0,0.0
lh_S_occipital_ant_volume,0.0,0.0,0.0
lh_S_oc.temp_lat_volume,0.0,0.0,0.0
lh_S_oc.temp_med.Lingual_volume,0.0,0.0,0.0
lh_S_orbital_lateral_volume,0.0,0.0,0.0
lh_S_orbital_med.olfact_volume,0.0,0.0,0.0
lh_S_orbital.H_Shaped_volume,0.0,0.0,0.0
lh_S_parieto_occipital_volume,3.0,3.0,0.0
lh_S_pericallosal_volume,0.0,0.0,0.0
lh_S_postcentral_volume,0.0,0.0,0.0
lh_S_precentral.inf.part_volume,0.0,0.0,0.0
lh_S_precentral.sup.part_volume,0.0,0.0,0.0
lh_S_suborbital_volume,0.0,0.0,0.0
lh_S_subparietal_volume,0.0,0.0,0.0
lh_S_temporal_inf_volume,0.0,0.0,0.0
lh_S_temporal_sup_volume,3.0,3.0,0.0
lh_S_temporal_transverse_volume,0.0,0.0,0.0
rh_bankssts_volume,0.0,0.0,0.0
rh.Whole_hippocampus,0.0,0.0,0.0
